|dates|Matanuska-Susitna_Alaska_UnitedStates.BLS_EmployedPopulation.data|Matanuska-Susitna_Alaska_UnitedStates.BLS_EmployedPopulation.missing|Matanuska-Susitna_Alaska_UnitedStates.BLS_UnemployedPopulation.data|Matanuska-Susitna_Alaska_UnitedStates.BLS_UnemployedPopulation.missing|Matanuska-Susitna_Alaska_UnitedStates.BLS_UnemploymentRate.data|Matanuska-Susitna_Alaska_UnitedStates.BLS_UnemploymentRate.missing|Matanuska-Susitna_Alaska_UnitedStates.BLS_LaborForcePopulation.data|Matanuska-Susitna_Alaska_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-02|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-03|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-04|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-05|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-06|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-07|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-08|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-09|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-10|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-11|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-12|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-13|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-14|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-15|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-16|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-17|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-18|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-19|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-20|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-21|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-22|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-23|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-24|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-25|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-26|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-27|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-28|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-29|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-30|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-01-31|44485.0|0|3206.0|0|6.722442389549391|0|47691.0|0
0|2020-02-01|44442.5|0|2982.5|0|6.28887717448603|0|47425.0|0
0|2020-02-02|44442.5|0|2982.5|0|6.28887717448603|0|47425.0|0
0|2020-02-03|44442.5|0|2982.5|0|6.28887717448603|0|47425.0|0
0|2020-02-04|44442.5|0|2982.5|0|6.28887717448603|0|47425.0|0
0|2020-02-05|44442.5|0|2982.5|0|6.28887717448603|0|47425.0|0
0|2020-02-06|44442.5|0|2982.5|0|6.28887717448603|0|47425.0|0
0|2020-02-07|44442.5|0|2982.5|0|6.28887717448603|0|47425.0|0
0|2020-02-08|44442.5|0|2982.5|0|6.28887717448603|0|47425.0|0
0|2020-02-09|44442.5|0|2982.5|0|6.28887717448603|0|47425.0|0
0|2020-02-10|44442.5|0|2982.5|0|6.28887717448603|0|47425.0|0
0|2020-02-11|44442.5|0|2982.5|0|6.28887717448603|0|47425.0|0
0|2020-02-12|44442.5|0|2982.5|0|6.28887717448603|0|47425.0|0
0|2020-02-13|44442.5|0|2982.5|0|6.28887717448603|0|47425.0|0
0|2020-02-14|44442.5|0|2982.5|0|6.28887717448603|0|47425.0|0
0|2020-02-15|44442.5|0|2982.5|0|6.28887717448603|0|47425.0|0
0|2020-02-16|44442.5|0|2982.5|0|6.28887717448603|0|47425.0|0
0|2020-02-17|44442.5|0|2982.5|0|6.28887717448603|0|47425.0|0
