|dates|Upson_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Upson_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Upson_Georgia_UnitedStates.Male_Total_Population.data|Upson_Georgia_UnitedStates.Male_Total_Population.missing|Upson_Georgia_UnitedStates.Female_Total_Population.data|Upson_Georgia_UnitedStates.Female_Total_Population.missing|Upson_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Upson_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4843.0|0|12447.0|0|13768.0|0|5823.0|0
