|dates|Boone_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Boone_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Boone_WestVirginia_UnitedStates.Male_Total_Population.data|Boone_WestVirginia_UnitedStates.Male_Total_Population.missing|Boone_WestVirginia_UnitedStates.Female_Total_Population.data|Boone_WestVirginia_UnitedStates.Female_Total_Population.missing|Boone_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Boone_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4403.0|0|10937.0|0|11014.0|0|4684.0|0
