|dates|Webb_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Webb_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Webb_Texas_UnitedStates.Male_Total_Population.data|Webb_Texas_UnitedStates.Male_Total_Population.missing|Webb_Texas_UnitedStates.Female_Total_Population.data|Webb_Texas_UnitedStates.Female_Total_Population.missing|Webb_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Webb_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|26087.0|0|135563.0|0|140347.0|0|90830.0|0
