|dates|Maury_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Maury_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Maury_Tennessee_UnitedStates.Male_Total_Population.data|Maury_Tennessee_UnitedStates.Male_Total_Population.missing|Maury_Tennessee_UnitedStates.Female_Total_Population.data|Maury_Tennessee_UnitedStates.Female_Total_Population.missing|Maury_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Maury_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15014.0|0|45506.0|0|48834.0|0|22094.0|0
