|dates|Marion_Kansas_UnitedStates.BLS_EmployedPopulation.data|Marion_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Marion_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Marion_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Marion_Kansas_UnitedStates.BLS_UnemploymentRate.data|Marion_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Marion_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Marion_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-02|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-03|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-04|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-05|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-06|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-07|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-08|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-09|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-10|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-11|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-12|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-13|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-14|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-15|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-16|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-17|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-18|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-19|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-20|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-21|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-22|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-23|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-24|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-25|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-26|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-27|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-28|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-29|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-30|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-01-31|5797.0|0|162.5|0|2.7267388203708363|0|5959.5|0
0|2020-02-01|5866.0|0|155.0|0|2.5743232021258926|0|6021.0|0
0|2020-02-02|5866.0|0|155.0|0|2.5743232021258926|0|6021.0|0
0|2020-02-03|5866.0|0|155.0|0|2.5743232021258926|0|6021.0|0
0|2020-02-04|5866.0|0|155.0|0|2.5743232021258926|0|6021.0|0
