|dates|Petroleum_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Petroleum_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Petroleum_Montana_UnitedStates.Male_Total_Population.data|Petroleum_Montana_UnitedStates.Male_Total_Population.missing|Petroleum_Montana_UnitedStates.Female_Total_Population.data|Petroleum_Montana_UnitedStates.Female_Total_Population.missing|Petroleum_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Petroleum_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|128.0|0|279.0|0|234.0|0|92.0|0
