|dates|EauClaire_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|EauClaire_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|EauClaire_Wisconsin_UnitedStates.Male_Total_Population.data|EauClaire_Wisconsin_UnitedStates.Male_Total_Population.missing|EauClaire_Wisconsin_UnitedStates.Female_Total_Population.data|EauClaire_Wisconsin_UnitedStates.Female_Total_Population.missing|EauClaire_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|EauClaire_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16374.0|0|51647.0|0|52887.0|0|21327.0|0
