|dates|Cortland_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cortland_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cortland_NewYork_UnitedStates.Male_Total_Population.data|Cortland_NewYork_UnitedStates.Male_Total_Population.missing|Cortland_NewYork_UnitedStates.Female_Total_Population.data|Cortland_NewYork_UnitedStates.Female_Total_Population.missing|Cortland_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Cortland_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7890.0|0|23370.0|0|24453.0|0|9238.0|0
