|dates|Hancock_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hancock_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hancock_Tennessee_UnitedStates.Male_Total_Population.data|Hancock_Tennessee_UnitedStates.Male_Total_Population.missing|Hancock_Tennessee_UnitedStates.Female_Total_Population.data|Hancock_Tennessee_UnitedStates.Female_Total_Population.missing|Hancock_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Hancock_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1396.0|0|3231.0|0|3318.0|0|1362.0|0
