|dates|Wabash_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wabash_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wabash_Indiana_UnitedStates.Male_Total_Population.data|Wabash_Indiana_UnitedStates.Male_Total_Population.missing|Wabash_Indiana_UnitedStates.Female_Total_Population.data|Wabash_Indiana_UnitedStates.Female_Total_Population.missing|Wabash_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Wabash_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6526.0|0|15158.0|0|16122.0|0|6512.0|0
