|dates|Wyandot_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wyandot_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wyandot_Ohio_UnitedStates.Male_Total_Population.data|Wyandot_Ohio_UnitedStates.Male_Total_Population.missing|Wyandot_Ohio_UnitedStates.Female_Total_Population.data|Wyandot_Ohio_UnitedStates.Female_Total_Population.missing|Wyandot_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Wyandot_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4273.0|0|10903.0|0|11032.0|0|4957.0|0
