|dates|Solano_California_UnitedStates.BLS_EmployedPopulation.data|Solano_California_UnitedStates.BLS_EmployedPopulation.missing|Solano_California_UnitedStates.BLS_UnemployedPopulation.data|Solano_California_UnitedStates.BLS_UnemployedPopulation.missing|Solano_California_UnitedStates.BLS_UnemploymentRate.data|Solano_California_UnitedStates.BLS_UnemploymentRate.missing|Solano_California_UnitedStates.BLS_LaborForcePopulation.data|Solano_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-02|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-03|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-04|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-05|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-06|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-07|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-08|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-09|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-10|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-11|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-12|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-13|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-14|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-15|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-16|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-17|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-18|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-19|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-20|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-21|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-22|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-23|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-24|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-25|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-26|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-27|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-28|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-29|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-30|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-01-31|199163.0|0|8520.0|0|4.10240607079058|0|207683.0|0
0|2020-02-01|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-02|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-03|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-04|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-05|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-06|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-07|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-08|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-09|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-10|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-11|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-12|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-13|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-14|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-15|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-16|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-17|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-18|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-19|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-20|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-21|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-22|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-23|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-24|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-25|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-26|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-27|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-28|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-02-29|199870.5|0|8126.0|0|3.9067965085950966|0|207996.5|0
0|2020-03-01|197974.0|0|10032.5|0|4.823166583736566|0|208006.5|0
0|2020-03-02|197974.0|0|10032.5|0|4.823166583736566|0|208006.5|0
0|2020-03-03|197974.0|0|10032.5|0|4.823166583736566|0|208006.5|0
