|dates|Walworth_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Walworth_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Walworth_Wisconsin_UnitedStates.Male_Total_Population.data|Walworth_Wisconsin_UnitedStates.Male_Total_Population.missing|Walworth_Wisconsin_UnitedStates.Female_Total_Population.data|Walworth_Wisconsin_UnitedStates.Female_Total_Population.missing|Walworth_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Walworth_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18334.0|0|51797.0|0|51921.0|0|21406.0|0
