|dates|Lincoln_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Idaho_UnitedStates.Male_Total_Population.data|Lincoln_Idaho_UnitedStates.Male_Total_Population.missing|Lincoln_Idaho_UnitedStates.Female_Total_Population.data|Lincoln_Idaho_UnitedStates.Female_Total_Population.missing|Lincoln_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|758.0|0|2780.0|0|2580.0|0|1549.0|0
