|dates|Stephens_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stephens_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stephens_Oklahoma_UnitedStates.Male_Total_Population.data|Stephens_Oklahoma_UnitedStates.Male_Total_Population.missing|Stephens_Oklahoma_UnitedStates.Female_Total_Population.data|Stephens_Oklahoma_UnitedStates.Female_Total_Population.missing|Stephens_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Stephens_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8632.0|0|20912.0|0|22353.0|0|10012.0|0
