|dates|Greeley_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greeley_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greeley_Nebraska_UnitedStates.Male_Total_Population.data|Greeley_Nebraska_UnitedStates.Male_Total_Population.missing|Greeley_Nebraska_UnitedStates.Female_Total_Population.data|Greeley_Nebraska_UnitedStates.Female_Total_Population.missing|Greeley_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Greeley_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|604.0|0|1160.0|0|1196.0|0|536.0|0
