|dates|Stillwater_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stillwater_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stillwater_Montana_UnitedStates.Male_Total_Population.data|Stillwater_Montana_UnitedStates.Male_Total_Population.missing|Stillwater_Montana_UnitedStates.Female_Total_Population.data|Stillwater_Montana_UnitedStates.Female_Total_Population.missing|Stillwater_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Stillwater_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2160.0|0|4882.0|0|4652.0|0|2076.0|0
