|dates|Sandusky_Ohio_UnitedStates.BLS_EmployedPopulation.data|Sandusky_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Sandusky_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Sandusky_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Sandusky_Ohio_UnitedStates.BLS_UnemploymentRate.data|Sandusky_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Sandusky_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Sandusky_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-05-04|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-05|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-06|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-07|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-08|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-09|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-10|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-11|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-12|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-13|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-14|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-15|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-16|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-17|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-18|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-19|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-20|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-21|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-22|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-23|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-24|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-25|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-26|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-27|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-28|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-29|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-30|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-05-31|25522.0|0|5239.0|0|17.03130587432138|0|30761.0|0
0|2020-06-01|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-02|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-03|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-04|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-05|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-06|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-07|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-08|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-09|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-10|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-11|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-12|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-13|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-14|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-15|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-16|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-17|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-18|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-19|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-20|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-21|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-22|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-23|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-24|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-25|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-26|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-27|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-28|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-29|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-06-30|27051.0|0|2833.0|0|9.479989291928792|0|29884.0|0
0|2020-07-01|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-02|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-03|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-04|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-05|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-06|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-07|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-08|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-09|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-10|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-11|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-12|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-13|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-14|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-15|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-16|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-17|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-18|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-19|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-20|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-21|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-22|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-23|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-24|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-25|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-26|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-27|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-28|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-29|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-30|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-07-31|27777.0|0|2568.0|0|8.462679189322788|0|30345.0|0
0|2020-08-01|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-02|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-03|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-04|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-05|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-06|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-07|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-08|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-09|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-10|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-11|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-12|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-13|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-14|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-15|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-16|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-17|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-18|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-19|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-20|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-21|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-22|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-23|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-24|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-25|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-26|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-27|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-28|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-29|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-30|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-08-31|28245.0|0|2277.0|0|7.460192647926086|0|30522.0|0
0|2020-09-01|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-02|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-03|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-04|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-05|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-06|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-07|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-08|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-09|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-10|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-11|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-12|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-13|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-14|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-15|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-16|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-17|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-18|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-19|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-20|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-21|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-22|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-23|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-24|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-25|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-26|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-27|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-28|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-29|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-09-30|28464.0|0|1790.0|0|5.916573015138494|0|30254.0|0
0|2020-10-01|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-02|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-03|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-04|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-05|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-06|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-07|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-08|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-09|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-10|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-11|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-12|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-13|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-14|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-15|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-16|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-17|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-18|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-19|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-20|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-21|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-22|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-23|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-24|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-25|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-26|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-27|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-28|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-29|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-30|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-10-31|29042.0|0|1183.0|0|3.913978494623656|0|30225.0|0
0|2020-11-01|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-02|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-03|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-04|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-05|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-06|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-07|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-08|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-09|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-10|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-11|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-12|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-13|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-14|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-15|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-16|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-17|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-18|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-19|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-20|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-21|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-22|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-23|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-24|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-25|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-26|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-27|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-28|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-29|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-11-30|28519.0|0|1287.0|0|4.317922565926324|0|29806.0|0
0|2020-12-01|28185.0|0|1393.0|0|4.7095814456690785|0|29578.0|0
