|dates|Grand_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grand_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grand_Colorado_UnitedStates.Male_Total_Population.data|Grand_Colorado_UnitedStates.Male_Total_Population.missing|Grand_Colorado_UnitedStates.Female_Total_Population.data|Grand_Colorado_UnitedStates.Female_Total_Population.missing|Grand_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Grand_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2732.0|0|8319.0|0|7206.0|0|2609.0|0
