|dates|Frontier_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Frontier_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Frontier_Nebraska_UnitedStates.Male_Total_Population.data|Frontier_Nebraska_UnitedStates.Male_Total_Population.missing|Frontier_Nebraska_UnitedStates.Female_Total_Population.data|Frontier_Nebraska_UnitedStates.Female_Total_Population.missing|Frontier_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Frontier_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-04-30|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-01|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-02|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-03|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-04|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-05|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-06|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-07|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-08|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-09|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-10|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-11|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-12|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-13|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-14|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-15|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-16|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-17|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-18|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-19|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-20|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-21|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-22|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-23|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-24|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-25|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-26|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-27|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-28|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-29|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-30|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-05-31|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-01|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-02|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-03|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-04|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-05|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-06|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-07|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-08|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-09|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-10|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-11|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-12|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-13|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-14|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-15|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-16|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-17|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-18|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-19|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-20|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-21|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-22|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-23|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-24|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-25|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-26|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-27|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-28|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-29|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-06-30|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-01|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-02|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-03|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-04|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-05|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-06|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-07|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-08|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-09|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-10|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-11|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-12|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-13|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-14|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-15|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-16|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-17|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-18|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-19|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-20|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-21|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-22|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-23|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-24|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-25|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-26|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-27|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-28|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-29|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-30|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-07-31|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-01|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-02|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-03|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-04|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-05|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-06|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-07|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-08|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-09|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-10|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-11|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-12|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-13|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-14|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-15|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-16|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-17|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-18|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-19|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-20|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-21|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-22|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-23|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-24|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-25|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-26|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-27|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-28|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-29|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-30|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-08-31|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-01|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-02|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-03|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-04|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-05|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-06|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-07|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-08|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-09|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-10|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-11|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-12|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-13|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-14|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-15|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-16|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-17|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-18|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-19|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-20|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-21|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-22|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-23|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-24|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-25|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-26|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-27|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-28|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-29|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-09-30|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-01|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-02|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-03|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-04|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-05|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-06|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-07|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-08|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-09|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-10|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-11|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-12|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-13|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-14|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-15|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-16|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-17|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-18|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-19|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-20|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-21|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-22|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-23|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-24|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-25|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-26|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-27|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-28|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-29|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-30|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-10-31|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-01|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-02|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-03|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-04|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-05|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-06|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-07|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-08|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-09|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-10|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-11|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-12|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-13|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-14|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-15|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-16|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-17|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-18|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-19|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-20|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-21|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-22|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-23|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-24|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-25|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-26|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-27|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-28|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-29|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-11-30|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-01|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-02|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-03|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-04|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-05|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-06|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-07|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-08|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-09|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-10|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-11|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-12|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-13|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-14|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-15|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-16|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-17|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-18|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-19|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-20|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-21|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-22|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-23|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-24|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-25|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-26|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-27|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-28|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-29|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-30|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2020-12-31|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2021-01-01|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2021-01-02|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2021-01-03|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2021-01-04|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2021-01-05|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2021-01-06|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2021-01-07|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2021-01-08|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2021-01-09|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2021-01-10|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2021-01-11|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2021-01-12|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2021-01-13|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2021-01-14|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2021-01-15|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2021-01-16|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2021-01-17|623.0|0|1333.0|0|1275.0|0|494.0|0
0|2021-01-18|623.0|0|1333.0|0|1275.0|0|494.0|0
