|dates|Trigg_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Trigg_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Trigg_Kentucky_UnitedStates.Male_Total_Population.data|Trigg_Kentucky_UnitedStates.Male_Total_Population.missing|Trigg_Kentucky_UnitedStates.Female_Total_Population.data|Trigg_Kentucky_UnitedStates.Female_Total_Population.missing|Trigg_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Trigg_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3259.0|0|7259.0|0|7384.0|0|3206.0|0
