|dates|SantaCruz_California_UnitedStates.AveragePrecipitationTotal.data|SantaCruz_California_UnitedStates.AveragePrecipitationTotal.missing|SantaCruz_California_UnitedStates.AveragePrecipitation.data|SantaCruz_California_UnitedStates.AveragePrecipitation.missing|SantaCruz_California_UnitedStates.AverageWindDirection.data|SantaCruz_California_UnitedStates.AverageWindDirection.missing|SantaCruz_California_UnitedStates.AverageWindSpeed.data|SantaCruz_California_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|127.29166666666667|0|2.3090277777777777|0
0|2020-01-02|0.0|0|0.0|0|167.93055555555554|0|2.7583333333333333|0
0|2020-01-03|0.0|0|0.0|0|190.41666666666666|0|3.1458333333333335|0
0|2020-01-04|0.0|0|0.0|0|185.4861111111111|0|3.4444444444444446|0
0|2020-01-05|0.0|0|0.0|0|178.33333333333334|0|3.2916666666666665|0
0|2020-01-06|0.0|0|0.0|0|147.08333333333334|0|3.4166666666666665|0
0|2020-01-07|0.0|0|0.0|0|113.54166666666667|0|3.1458333333333335|0
0|2020-01-08|0.0|0|0.0|0|185.41666666666666|0|3.4444444444444446|0
0|2020-01-09|0.0|0|0.007729166666666666|0|159.88888888888889|0|3.746527777777778|0
0|2020-01-10|0.011250000000000001|0|0.0|0|150.0|0|2.569444444444444|0
0|2020-01-11|0.0|0|0.0|0|110.20833333333333|0|2.6458333333333335|0
0|2020-01-12|0.0|0|0.0|0|175.0|0|3.0416666666666665|0
0|2020-01-13|8.333333333333333e-05|0|0.0003333333333333333|0|119.60416666666667|0|2.185416666666667|0
0|2020-01-14|0.0004166666666666667|0|0.0014166666666666668|0|132.4206349206349|0|2.22609126984127|0
0|2020-01-15|0.0|0|0.0|0|154.02777777777777|0|2.9305555555555554|0
0|2020-01-16|0.0|0|0.0385|0|117.71527777777777|0|3.823611111111111|0
0|2020-01-17|0.05666666666666667|0|0.0|0|187.5|0|2.9166666666666665|0
0|2020-01-18|0.0|0|0.0|0|62.5|0|3.5416666666666665|0
0|2020-01-19|0.0|0|0.0|0|50.416666666666664|0|3.5416666666666665|0
0|2020-01-20|0.0|0|0.0|0|177.5|0|3.4166666666666665|0
0|2020-01-21|0.0|0|0.00325|0|90.91666666666667|0|2.363888888888889|0
0|2020-01-22|0.009583333333333334|0|0.003645833333333333|0|100.13194444444446|0|1.3833333333333335|0
0|2020-01-23|0.0004166666666666667|0|0.0|0|140.0|0|2.7083333333333335|0
0|2020-01-24|0.0|0|0.0|0|137.08333333333334|0|2.5|0
0|2020-01-25|0.0|0|0.0|0|149.16666666666666|0|3.1666666666666665|0
0|2020-01-26|0.0004166666666666667|0|0.0028769841269841267|0|127.40575396825398|0|2.8462301587301586|0
0|2020-01-27|0.004166666666666667|0|0.0|0|123.9236111111111|0|2.555555555555556|0
0|2020-01-28|0.0|0|0.0|0|100.64583333333333|0|2.461111111111111|0
0|2020-01-29|0.0|0|0.0|0|147.43055555555554|0|2.263888888888889|0
0|2020-01-30|0.0|0|0.0|0|179.30555555555557|0|3.25|0
0|2020-01-31|0.0|0|0.0|0|113.75|0|2.625|0
0|2020-02-01|0.0|0|0.0|0|87.45833333333333|0|2.1041666666666665|0
0|2020-02-02|0.0|0|0.0|0|154.58333333333334|0|4.572916666666667|0
0|2020-02-03|0.0|0|0.0|0|199.16666666666666|0|5.291666666666667|0
0|2020-02-04|0.0|0|0.0|0|140.41666666666666|0|3.5|0
0|2020-02-05|0.0|0|0.0|0|115.0|0|2.5416666666666665|0
0|2020-02-06|0.0|0|0.0|0|168.75|0|2.6666666666666665|0
0|2020-02-07|0.0|0|0.0|0|107.74305555555556|0|2.048611111111111|0
0|2020-02-08|0.0|0|0.0|0|119.73611111111113|0|2.504861111111111|0
0|2020-02-09|0.0|0|0.0|0|106.66666666666667|0|9.75|0
0|2020-02-10|0.0|0|0.0|0|159.16666666666666|0|3.9583333333333335|0
0|2020-02-11|0.0|0|0.0|0|188.33333333333334|0|3.625|0
0|2020-02-12|0.0|0|0.0|0|156.99404761904762|0|3.3204365079365084|0
0|2020-02-13|0.0|0|0.0|0|139.61805555555557|0|3.715277777777778|0
0|2020-02-14|0.0|0|0.0|0|118.33333333333333|0|2.6666666666666665|0
0|2020-02-15|0.0|0|0.0|0|161.25|0|3.0|0
0|2020-02-16|0.0|0|0.0|0|117.5|0|2.5416666666666665|0
0|2020-02-17|0.0|0|0.0|0|194.58333333333334|0|3.5416666666666665|0
0|2020-02-18|0.0|0|0.0|0|152.5|0|3.125|0
0|2020-02-19|0.0|0|0.0|0|156.47222222222223|0|2.984722222222222|0
0|2020-02-20|0.0|0|0.0|0|112.58333333333333|0|2.1333333333333333|0
0|2020-02-21|0.0|0|0.0|0|146.25|0|4.291666666666667|0
0|2020-02-22|0.0|0|0.0|0|224.16666666666666|0|5.3125|0
0|2020-02-23|0.0|0|0.0|0|141.25|0|3.75|0
0|2020-02-24|0.0|0|0.0|0|152.08333333333334|0|3.0|0
0|2020-02-25|0.0|0|0.0|0|198.33333333333334|0|3.4583333333333335|0
0|2020-02-26|0.0|0|0.0|0|171.66666666666666|0|3.375|0
0|2020-02-27|0.0|0|0.0|0|90.83333333333333|0|2.5833333333333335|0
0|2020-02-28|0.0|0|0.0|0|156.94444444444443|0|3.548611111111111|0
0|2020-02-29|0.0|0|0.0|0|177.1527777777778|0|5.229166666666667|0
0|2020-03-01|0.0|0|0.0004166666666666667|0|239.375|0|3.375|0
