|dates|Washington_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Kentucky_UnitedStates.Male_Total_Population.data|Washington_Kentucky_UnitedStates.Male_Total_Population.missing|Washington_Kentucky_UnitedStates.Female_Total_Population.data|Washington_Kentucky_UnitedStates.Female_Total_Population.missing|Washington_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2176.0|0|5980.0|0|6104.0|0|2878.0|0
