|dates|Collier_Florida_UnitedStates.JHU_ConfirmedCases.data|Collier_Florida_UnitedStates.JHU_ConfirmedCases.missing|Collier_Florida_UnitedStates.NYT_ConfirmedCases.data|Collier_Florida_UnitedStates.NYT_ConfirmedCases.missing|Collier_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Collier_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Collier_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Collier_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|50028.0|0|0.0|100|551.0|0|0.0|100
