|dates|Bosque_Texas_UnitedStates.BLS_EmployedPopulation.data|Bosque_Texas_UnitedStates.BLS_EmployedPopulation.missing|Bosque_Texas_UnitedStates.BLS_UnemployedPopulation.data|Bosque_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Bosque_Texas_UnitedStates.BLS_UnemploymentRate.data|Bosque_Texas_UnitedStates.BLS_UnemploymentRate.missing|Bosque_Texas_UnitedStates.BLS_LaborForcePopulation.data|Bosque_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-02|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-03|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-04|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-05|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-06|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-07|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-08|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-09|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-10|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-11|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-12|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-13|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-14|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-15|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-16|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-17|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-18|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-19|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-20|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-21|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-22|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-23|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-24|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-25|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-26|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-27|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-28|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-29|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-30|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-01-31|8042.0|0|320.5|0|3.8325859491778775|0|8362.5|0
0|2020-02-01|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-02|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-03|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-04|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-05|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-06|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-07|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-08|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-09|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-10|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-11|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-12|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-13|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-14|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-15|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-16|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-17|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-18|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-19|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-20|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-21|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-22|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-23|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-24|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-25|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-26|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-27|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-28|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-02-29|8107.5|0|299.0|0|3.556771545827633|0|8406.5|0
0|2020-03-01|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-02|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-03|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-04|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-05|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-06|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-07|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-08|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-09|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-10|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-11|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-12|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-13|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-14|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-15|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-16|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-17|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-18|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-19|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
0|2020-03-20|7871.5|0|417.0|0|5.031067141219762|0|8288.5|0
