|dates|Gentry_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gentry_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gentry_Missouri_UnitedStates.Male_Total_Population.data|Gentry_Missouri_UnitedStates.Male_Total_Population.missing|Gentry_Missouri_UnitedStates.Female_Total_Population.data|Gentry_Missouri_UnitedStates.Female_Total_Population.missing|Gentry_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Gentry_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1317.0|0|3198.0|0|3430.0|0|1640.0|0
