|dates|St.Clair_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Clair_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Clair_Michigan_UnitedStates.Male_Total_Population.data|St.Clair_Michigan_UnitedStates.Male_Total_Population.missing|St.Clair_Michigan_UnitedStates.Female_Total_Population.data|St.Clair_Michigan_UnitedStates.Female_Total_Population.missing|St.Clair_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|St.Clair_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30022.0|0|79205.0|0|80132.0|0|33131.0|0
