|dates|Payne_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Payne_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Payne_Oklahoma_UnitedStates.Male_Total_Population.data|Payne_Oklahoma_UnitedStates.Male_Total_Population.missing|Payne_Oklahoma_UnitedStates.Female_Total_Population.data|Payne_Oklahoma_UnitedStates.Female_Total_Population.missing|Payne_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Payne_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10308.0|0|41905.0|0|40135.0|0|15813.0|0
