|dates|OutofWY_Wyoming_UnitedStates.BLS_EmployedPopulation.data|OutofWY_Wyoming_UnitedStates.BLS_EmployedPopulation.missing|OutofWY_Wyoming_UnitedStates.BLS_UnemployedPopulation.data|OutofWY_Wyoming_UnitedStates.BLS_UnemployedPopulation.missing|OutofWY_Wyoming_UnitedStates.BLS_UnemploymentRate.data|OutofWY_Wyoming_UnitedStates.BLS_UnemploymentRate.missing|OutofWY_Wyoming_UnitedStates.BLS_LaborForcePopulation.data|OutofWY_Wyoming_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
