|dates|Jones_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jones_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jones_SouthDakota_UnitedStates.Male_Total_Population.data|Jones_SouthDakota_UnitedStates.Male_Total_Population.missing|Jones_SouthDakota_UnitedStates.Female_Total_Population.data|Jones_SouthDakota_UnitedStates.Female_Total_Population.missing|Jones_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Jones_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|216.0|0|458.0|0|470.0|0|206.0|0
