|dates|Ouachita_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ouachita_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ouachita_Arkansas_UnitedStates.Male_Total_Population.data|Ouachita_Arkansas_UnitedStates.Male_Total_Population.missing|Ouachita_Arkansas_UnitedStates.Female_Total_Population.data|Ouachita_Arkansas_UnitedStates.Female_Total_Population.missing|Ouachita_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Ouachita_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4810.0|0|11196.0|0|12410.0|0|5293.0|0
