|dates|Haskell_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Haskell_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Haskell_Kansas_UnitedStates.Male_Total_Population.data|Haskell_Kansas_UnitedStates.Male_Total_Population.missing|Haskell_Kansas_UnitedStates.Female_Total_Population.data|Haskell_Kansas_UnitedStates.Female_Total_Population.missing|Haskell_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Haskell_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|591.0|0|2008.0|0|1989.0|0|1125.0|0
