|dates|Rush_Indiana_UnitedStates.AveragePrecipitationTotal.data|Rush_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Rush_Indiana_UnitedStates.AveragePrecipitation.data|Rush_Indiana_UnitedStates.AveragePrecipitation.missing|Rush_Indiana_UnitedStates.AverageWindDirection.data|Rush_Indiana_UnitedStates.AverageWindDirection.missing|Rush_Indiana_UnitedStates.AverageWindSpeed.data|Rush_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.011363636363636364|8|0.0043939393939393945|8|290.97222222222223|0|11.902777777777779|0
