|dates|Brown_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|Brown_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|Brown_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|Brown_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|Brown_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|Brown_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|Brown_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|Brown_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-02|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-03|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-04|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-05|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-06|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-07|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-08|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-09|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-10|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-11|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-12|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-13|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-14|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-15|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-16|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-17|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-18|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-19|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-20|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-21|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-22|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-23|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-24|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-25|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-26|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-27|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-28|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-29|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-30|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-01-31|135868.0|0|4817.0|0|3.4239613320538793|0|140685.0|0
0|2020-02-01|136279.5|0|4595.0|0|3.261768453481645|0|140874.5|0
0|2020-02-02|136279.5|0|4595.0|0|3.261768453481645|0|140874.5|0
0|2020-02-03|136279.5|0|4595.0|0|3.261768453481645|0|140874.5|0
0|2020-02-04|136279.5|0|4595.0|0|3.261768453481645|0|140874.5|0
0|2020-02-05|136279.5|0|4595.0|0|3.261768453481645|0|140874.5|0
0|2020-02-06|136279.5|0|4595.0|0|3.261768453481645|0|140874.5|0
0|2020-02-07|136279.5|0|4595.0|0|3.261768453481645|0|140874.5|0
0|2020-02-08|136279.5|0|4595.0|0|3.261768453481645|0|140874.5|0
0|2020-02-09|136279.5|0|4595.0|0|3.261768453481645|0|140874.5|0
