|dates|Decatur_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Decatur_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Decatur_Tennessee_UnitedStates.Male_Total_Population.data|Decatur_Tennessee_UnitedStates.Male_Total_Population.missing|Decatur_Tennessee_UnitedStates.Female_Total_Population.data|Decatur_Tennessee_UnitedStates.Female_Total_Population.missing|Decatur_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Decatur_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2742.0|0|5748.0|0|5958.0|0|2463.0|0
