|dates|Volusia_Florida_UnitedStates.BLS_EmployedPopulation.data|Volusia_Florida_UnitedStates.BLS_EmployedPopulation.missing|Volusia_Florida_UnitedStates.BLS_UnemployedPopulation.data|Volusia_Florida_UnitedStates.BLS_UnemployedPopulation.missing|Volusia_Florida_UnitedStates.BLS_UnemploymentRate.data|Volusia_Florida_UnitedStates.BLS_UnemploymentRate.missing|Volusia_Florida_UnitedStates.BLS_LaborForcePopulation.data|Volusia_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-02|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-03|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-04|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-05|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-06|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-07|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-08|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-09|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-10|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-11|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-12|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-13|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-14|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-15|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-16|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-17|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-18|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-19|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-20|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-21|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-22|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-23|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-24|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-25|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-26|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-27|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-28|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-29|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-30|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-01-31|246302.0|0|9582.0|0|3.7446655515780587|0|255884.0|0
0|2020-02-01|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-02|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-03|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-04|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-05|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-06|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-07|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-08|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-09|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-10|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-11|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-12|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-13|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-14|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-15|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-16|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-17|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-18|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-19|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-20|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-21|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-22|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-23|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-24|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-25|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-26|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-27|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-28|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-02-29|249061.0|0|8949.5|0|3.4686572833276164|0|258010.5|0
0|2020-03-01|245366.5|0|13937.0|0|5.374782831701076|0|259303.5|0
0|2020-03-02|245366.5|0|13937.0|0|5.374782831701076|0|259303.5|0
0|2020-03-03|245366.5|0|13937.0|0|5.374782831701076|0|259303.5|0
0|2020-03-04|245366.5|0|13937.0|0|5.374782831701076|0|259303.5|0
0|2020-03-05|245366.5|0|13937.0|0|5.374782831701076|0|259303.5|0
0|2020-03-06|245366.5|0|13937.0|0|5.374782831701076|0|259303.5|0
0|2020-03-07|245366.5|0|13937.0|0|5.374782831701076|0|259303.5|0
0|2020-03-08|245366.5|0|13937.0|0|5.374782831701076|0|259303.5|0
0|2020-03-09|245366.5|0|13937.0|0|5.374782831701076|0|259303.5|0
0|2020-03-10|245366.5|0|13937.0|0|5.374782831701076|0|259303.5|0
0|2020-03-11|245366.5|0|13937.0|0|5.374782831701076|0|259303.5|0
0|2020-03-12|245366.5|0|13937.0|0|5.374782831701076|0|259303.5|0
