|dates|Pueblo_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pueblo_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pueblo_Colorado_UnitedStates.Male_Total_Population.data|Pueblo_Colorado_UnitedStates.Male_Total_Population.missing|Pueblo_Colorado_UnitedStates.Female_Total_Population.data|Pueblo_Colorado_UnitedStates.Female_Total_Population.missing|Pueblo_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Pueblo_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30988.0|0|82556.0|0|84973.0|0|37623.0|0
