|dates|Sumter_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sumter_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sumter_Georgia_UnitedStates.Male_Total_Population.data|Sumter_Georgia_UnitedStates.Male_Total_Population.missing|Sumter_Georgia_UnitedStates.Female_Total_Population.data|Sumter_Georgia_UnitedStates.Female_Total_Population.missing|Sumter_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Sumter_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4979.0|0|13967.0|0|15766.0|0|6728.0|0
