|dates|Darke_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Darke_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Darke_Ohio_UnitedStates.Male_Total_Population.data|Darke_Ohio_UnitedStates.Male_Total_Population.missing|Darke_Ohio_UnitedStates.Female_Total_Population.data|Darke_Ohio_UnitedStates.Female_Total_Population.missing|Darke_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Darke_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10078.0|0|25478.0|0|25845.0|0|12134.0|0
