|dates|Craig_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Craig_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Craig_Oklahoma_UnitedStates.Male_Total_Population.data|Craig_Oklahoma_UnitedStates.Male_Total_Population.missing|Craig_Oklahoma_UnitedStates.Female_Total_Population.data|Craig_Oklahoma_UnitedStates.Female_Total_Population.missing|Craig_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Craig_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2800.0|0|7328.0|0|6978.0|0|3154.0|0
