|dates|Macoupin_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Macoupin_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Macoupin_Illinois_UnitedStates.Male_Total_Population.data|Macoupin_Illinois_UnitedStates.Male_Total_Population.missing|Macoupin_Illinois_UnitedStates.Female_Total_Population.data|Macoupin_Illinois_UnitedStates.Female_Total_Population.missing|Macoupin_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Macoupin_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9006.0|0|22409.0|0|22904.0|0|9644.0|0
