|dates|Milam_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Milam_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Milam_Texas_UnitedStates.Male_Total_Population.data|Milam_Texas_UnitedStates.Male_Total_Population.missing|Milam_Texas_UnitedStates.Female_Total_Population.data|Milam_Texas_UnitedStates.Female_Total_Population.missing|Milam_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Milam_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5098.0|0|12385.0|0|12746.0|0|6186.0|0
