|dates|Craig_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Craig_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Craig_Virginia_UnitedStates.Male_Total_Population.data|Craig_Virginia_UnitedStates.Male_Total_Population.missing|Craig_Virginia_UnitedStates.Female_Total_Population.data|Craig_Virginia_UnitedStates.Female_Total_Population.missing|Craig_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Craig_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1185.0|0|2508.0|0|2556.0|0|888.0|0
