|dates|Herkimer_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Herkimer_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Herkimer_NewYork_UnitedStates.Male_Total_Population.data|Herkimer_NewYork_UnitedStates.Male_Total_Population.missing|Herkimer_NewYork_UnitedStates.Female_Total_Population.data|Herkimer_NewYork_UnitedStates.Female_Total_Population.missing|Herkimer_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Herkimer_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12815.0|0|30591.0|0|31242.0|0|12755.0|0
