|dates|Piatt_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Piatt_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Piatt_Illinois_UnitedStates.Male_Total_Population.data|Piatt_Illinois_UnitedStates.Male_Total_Population.missing|Piatt_Illinois_UnitedStates.Female_Total_Population.data|Piatt_Illinois_UnitedStates.Female_Total_Population.missing|Piatt_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Piatt_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3174.0|0|8125.0|0|8271.0|0|3697.0|0
