|dates|McLean_Illinois_UnitedStates.BLS_EmployedPopulation.data|McLean_Illinois_UnitedStates.BLS_EmployedPopulation.missing|McLean_Illinois_UnitedStates.BLS_UnemployedPopulation.data|McLean_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|McLean_Illinois_UnitedStates.BLS_UnemploymentRate.data|McLean_Illinois_UnitedStates.BLS_UnemploymentRate.missing|McLean_Illinois_UnitedStates.BLS_LaborForcePopulation.data|McLean_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-02|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-03|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-04|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-05|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-06|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-07|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-08|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-09|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-10|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-11|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-12|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-13|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-14|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-15|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-16|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-17|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-18|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-19|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-20|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-21|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-22|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-23|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-24|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-25|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-26|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-27|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-28|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-29|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-30|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-01-31|83776.0|0|2805.5|0|3.2402996021089954|0|86581.5|0
0|2020-02-01|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-02|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-03|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-04|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-05|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-06|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-07|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-08|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-09|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-10|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-11|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-12|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-13|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-14|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-15|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-16|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-17|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-18|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-19|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-20|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-21|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-22|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-23|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-24|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-25|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-26|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-27|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-28|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-02-29|84504.5|0|2407.0|0|2.7694839002893747|0|86911.5|0
0|2020-03-01|81323.5|0|2413.5|0|2.882238437011118|0|83737.0|0
0|2020-03-02|81323.5|0|2413.5|0|2.882238437011118|0|83737.0|0
0|2020-03-03|81323.5|0|2413.5|0|2.882238437011118|0|83737.0|0
0|2020-03-04|81323.5|0|2413.5|0|2.882238437011118|0|83737.0|0
0|2020-03-05|81323.5|0|2413.5|0|2.882238437011118|0|83737.0|0
0|2020-03-06|81323.5|0|2413.5|0|2.882238437011118|0|83737.0|0
0|2020-03-07|81323.5|0|2413.5|0|2.882238437011118|0|83737.0|0
0|2020-03-08|81323.5|0|2413.5|0|2.882238437011118|0|83737.0|0
0|2020-03-09|81323.5|0|2413.5|0|2.882238437011118|0|83737.0|0
