|dates|Calhoun_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Calhoun_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Calhoun_Mississippi_UnitedStates.Male_Total_Population.data|Calhoun_Mississippi_UnitedStates.Male_Total_Population.missing|Calhoun_Mississippi_UnitedStates.Female_Total_Population.data|Calhoun_Mississippi_UnitedStates.Female_Total_Population.missing|Calhoun_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Calhoun_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2732.0|0|6942.0|0|7494.0|0|3376.0|0
