|dates|Sevier_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sevier_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sevier_Utah_UnitedStates.Male_Total_Population.data|Sevier_Utah_UnitedStates.Male_Total_Population.missing|Sevier_Utah_UnitedStates.Female_Total_Population.data|Sevier_Utah_UnitedStates.Female_Total_Population.missing|Sevier_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Sevier_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3465.0|0|10945.0|0|10594.0|0|6338.0|0
