|dates|Sonoma_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sonoma_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sonoma_California_UnitedStates.Male_Total_Population.data|Sonoma_California_UnitedStates.Male_Total_Population.missing|Sonoma_California_UnitedStates.Female_Total_Population.data|Sonoma_California_UnitedStates.Female_Total_Population.missing|Sonoma_California_UnitedStates.MaleAndFemale_Under18_Population.data|Sonoma_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|98714.0|0|244124.0|0|255818.0|0|98196.0|0
