|dates|NezPerce_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|NezPerce_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|NezPerce_Idaho_UnitedStates.Male_Total_Population.data|NezPerce_Idaho_UnitedStates.Male_Total_Population.missing|NezPerce_Idaho_UnitedStates.Female_Total_Population.data|NezPerce_Idaho_UnitedStates.Female_Total_Population.missing|NezPerce_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|NezPerce_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8061.0|0|19961.0|0|20447.0|0|8568.0|0
