|dates|Sanders_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sanders_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sanders_Montana_UnitedStates.Male_Total_Population.data|Sanders_Montana_UnitedStates.Male_Total_Population.missing|Sanders_Montana_UnitedStates.Female_Total_Population.data|Sanders_Montana_UnitedStates.Female_Total_Population.missing|Sanders_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Sanders_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3701.0|0|6070.0|0|5774.0|0|2076.0|0
