|dates|Teller_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Teller_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Teller_Colorado_UnitedStates.Male_Total_Population.data|Teller_Colorado_UnitedStates.Male_Total_Population.missing|Teller_Colorado_UnitedStates.Female_Total_Population.data|Teller_Colorado_UnitedStates.Female_Total_Population.missing|Teller_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Teller_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5505.0|0|12734.0|0|12349.0|0|4255.0|0
