|dates|WestFeliciana_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|WestFeliciana_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|WestFeliciana_Louisiana_UnitedStates.Male_Total_Population.data|WestFeliciana_Louisiana_UnitedStates.Male_Total_Population.missing|WestFeliciana_Louisiana_UnitedStates.Female_Total_Population.data|WestFeliciana_Louisiana_UnitedStates.Female_Total_Population.missing|WestFeliciana_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|WestFeliciana_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2323.0|0|10106.0|0|5354.0|0|2500.0|0
