|dates|DelNorte_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|DelNorte_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|DelNorte_California_UnitedStates.Male_Total_Population.data|DelNorte_California_UnitedStates.Male_Total_Population.missing|DelNorte_California_UnitedStates.Female_Total_Population.data|DelNorte_California_UnitedStates.Female_Total_Population.missing|DelNorte_California_UnitedStates.MaleAndFemale_Under18_Population.data|DelNorte_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5018.0|0|15188.0|0|12640.0|0|5854.0|0
