|dates|Atchison_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Atchison_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Atchison_Missouri_UnitedStates.Male_Total_Population.data|Atchison_Missouri_UnitedStates.Male_Total_Population.missing|Atchison_Missouri_UnitedStates.Female_Total_Population.data|Atchison_Missouri_UnitedStates.Female_Total_Population.missing|Atchison_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Atchison_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1315.0|0|2572.0|0|2599.0|0|1037.0|0
