|dates|Dodge_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dodge_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dodge_Wisconsin_UnitedStates.Male_Total_Population.data|Dodge_Wisconsin_UnitedStates.Male_Total_Population.missing|Dodge_Wisconsin_UnitedStates.Female_Total_Population.data|Dodge_Wisconsin_UnitedStates.Female_Total_Population.missing|Dodge_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Dodge_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15497.0|0|46444.0|0|41403.0|0|17436.0|0
