|dates|Gem_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gem_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gem_Idaho_UnitedStates.Male_Total_Population.data|Gem_Idaho_UnitedStates.Male_Total_Population.missing|Gem_Idaho_UnitedStates.Female_Total_Population.data|Gem_Idaho_UnitedStates.Female_Total_Population.missing|Gem_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Gem_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3863.0|0|8813.0|0|8821.0|0|4029.0|0
