|dates|GrandForks_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|GrandForks_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|GrandForks_NorthDakota_UnitedStates.Male_Total_Population.data|GrandForks_NorthDakota_UnitedStates.Male_Total_Population.missing|GrandForks_NorthDakota_UnitedStates.Female_Total_Population.data|GrandForks_NorthDakota_UnitedStates.Female_Total_Population.missing|GrandForks_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|GrandForks_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8977.0|0|36545.0|0|34225.0|0|14927.0|0
