|dates|Cook_Minnesota_UnitedStates.AveragePrecipitationTotal.data|Cook_Minnesota_UnitedStates.AveragePrecipitationTotal.missing|Cook_Minnesota_UnitedStates.AveragePrecipitation.data|Cook_Minnesota_UnitedStates.AveragePrecipitation.missing|Cook_Minnesota_UnitedStates.AverageWindDirection.data|Cook_Minnesota_UnitedStates.AverageWindDirection.missing|Cook_Minnesota_UnitedStates.AverageWindSpeed.data|Cook_Minnesota_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|12|0.0|12|202.75|0|5.166666666666667|0
