|dates|Frio_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Frio_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Frio_Texas_UnitedStates.Male_Total_Population.data|Frio_Texas_UnitedStates.Male_Total_Population.missing|Frio_Texas_UnitedStates.Female_Total_Population.data|Frio_Texas_UnitedStates.Female_Total_Population.missing|Frio_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Frio_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2435.0|0|11753.0|0|8063.0|0|4574.0|0
