|dates|Bath_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bath_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bath_Virginia_UnitedStates.Male_Total_Population.data|Bath_Virginia_UnitedStates.Male_Total_Population.missing|Bath_Virginia_UnitedStates.Female_Total_Population.data|Bath_Virginia_UnitedStates.Female_Total_Population.missing|Bath_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Bath_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1187.0|0|2161.0|0|2131.0|0|650.0|0
