|dates|Sumner_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sumner_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sumner_Kansas_UnitedStates.Male_Total_Population.data|Sumner_Kansas_UnitedStates.Male_Total_Population.missing|Sumner_Kansas_UnitedStates.Female_Total_Population.data|Sumner_Kansas_UnitedStates.Female_Total_Population.missing|Sumner_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Sumner_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4303.0|0|11519.0|0|11477.0|0|5667.0|0
