|dates|Teton_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Teton_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Teton_Idaho_UnitedStates.Male_Total_Population.data|Teton_Idaho_UnitedStates.Male_Total_Population.missing|Teton_Idaho_UnitedStates.Female_Total_Population.data|Teton_Idaho_UnitedStates.Female_Total_Population.missing|Teton_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Teton_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1457.0|0|6111.0|0|5529.0|0|2863.0|0
